mpid	formula	family	N_atoms	structure	N_atoms2	max1	max2	dim	Bulk_Space	Bulk_Point	Centrosymmetric	Band_Gap	Formation_Energy	E_hull	Mono_Space	Centrosymmectric	Mono_Point
mp-28965	AgBi2F12	TAs2F12	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	0.4585	-1.661288059	0	P-1	TRUE	-1
mp-14653	AgSb2F12	TAs2F12	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	0.5387	-2.036620326	0	P-1	TRUE	-1
mp-555052	MnSb2F12	TAs2F12	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	3.3306	-2.374948713	0	P-1	TRUE	-1
mp-561493	CoSb2Br2O3	TAs2F2O3	16	1D or 2D	128	16	64	2	P-1	-1	TRUE	1.2096	-1.35298466	0	P-1	TRUE	-1
mp-554291	CuSb2ClO3	TAs2FO3	56	1D or 2D	448	28	112	2	Cc	m	FALSE	0.6385	-1.44897418	0.035882925	P1	FALSE	1
mp-559587	CuSb2BrO3	TAs2FO3	56	1D or 2D	448	28	112	2	Cc	m	FALSE	0.7431	-1.328553618	0.029813273	P1	FALSE	1
mp-541267	VAs2H4O9	TAs2H4O9	64	1D or 2D	512	32	128	2	P4/ncc	4/mmm	TRUE	2.1392	-1.693769219	0	P42_12	FALSE	422
mp-735567	VAs2H4O9	TAs2H4O9	64	1D or 2D	512	32	128	2	P4cc	4mm	FALSE	2.5663	-1.685423208	0.008346011	P4	FALSE	4
mp-505127	MoAs2O7	TAs2O7	40	1D or 2D	320	40	160	2	P2_1/c	2/m	FALSE	2.5873	-1.777265131	0	P2_1/c	FALSE	2/m
mp-567556	CdSb2Se3Br2	TAs2S3F2	16	1D or 2D	128	16	64	2	C2/m	2/m	TRUE	1.1147	-0.497651452	0	P2_1/m	FALSE	2/m
mp-616079	CoBi2SO7	TAs2SO7	44	1D or 2D	352	44	176	2	Pbcm	mmm	TRUE	2.211	-1.771260893	0	Pbcm	TRUE	mmm
mp-559509	HgSb3XeF17	TAs3HeF17	88	1D or 2D	704	88	352	2	P2_1/c	2/m	FALSE	2.7973	-2.054205043	0	P2_1/c	FALSE	2/m
mp-542302	CuBi3PbS6	TAs3SnS6	22	1D or 2D	176	22	88	2	Pmc2_1	mm2	FALSE	0.6221	-0.355796788	0.004053206	Pmc2_1	FALSE	mm2
mp-556903	HgSb4C2(OF11)2	TAs4C2(OF11)2	62	1D or 2D	496	62	248	2	P2_1/c	2/m	FALSE	4.298	-2.011948037	0.081317879	P2_1/c	FALSE	2/m
mp-559585	FeAs4F18	TAs4F18	46	1D or 2D	368	23	92	2	P2_1/c	2/m	FALSE	3.0699	-2.14401486	0.000460072	P-1	TRUE	-1
mp-554833	CoAs4F18	TAs4F18	46	1D or 2D	368	23	92	2	P2_1/c	2/m	FALSE	3.4338	-2.094989442	0	P-1	TRUE	-1
mp-550553	CdBiClO2	TAsFO2	10	1D or 2D	80	10	40	2	P2_1/m	2/m	FALSE	2.8418	-1.614402482	0	P2_1/m	FALSE	2/m
mp-557739	CoBiO3	TAsO3	5	1D or 2D	40	5	20	2	P4mm	4mm	FALSE	0.8267	-1.483845822	0.036532831	P4mm	FALSE	4mm
mp-773333	CrBiO4	TAsO4	24	1D or 2D	192	24	96	2	P2_1/c	2/m	FALSE	1.1179	-1.746574695	0.059322053	P2_1/c	FALSE	2/m
mp-771676	MnSbO4	TAsO4	6	1D or 2D	48	6	24	2	Pm	m	FALSE	1.3157	-1.873905848	0.07756338	Pm	FALSE	m
mp-627601	AgSbS2	TAsS2	16	1D or 2D	128	16	64	2	Cc	m	FALSE	1.5593	-0.096748248	0.097753006	Pc	FALSE	m
mp-557805	MnBiS2Br	TAsS2F	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.0012	-0.545078906	0.030774499	P2/m	TRUE	2/m
mp-570268	MnSbSe2I	TAsS2F	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.532	-0.353614793	0	P2/m	TRUE	2/m
mp-567478	MnSbSe2Br	TAsS2F	20	1D or 2D	160	10	40	2	Pnma	mmm	TRUE	0.621	-0.459026655	0	Pmc2_1	FALSE	mm2
mp-554061	MnSbS2Br	TAsS2F	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.6708	-0.49649859	0.019810062	P2/m	TRUE	2/m
mp-558130	MnBiS2Cl	TAsS2F	20	1D or 2D	160	10	40	2	Pnma	mmm	TRUE	0.854	-0.738461679	0.014252676	Pmc2_1	FALSE	mm2
mp-555844	MnSbS2Cl	TAsS2F	20	1D or 2D	160	10	40	2	Pnma	mmm	TRUE	0.8682	-0.691630093	0.003410462	Pmc2_1	FALSE	mm2
mp-559588	CdSbS2Br	TAsS2F	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	1.5285	-0.512391377	0.013473713	P2/m	TRUE	2/m
mp-557049	CdSbS2Cl	TAsS2F	20	1D or 2D	160	10	40	2	Pnma	mmm	TRUE	1.6373	-0.694210274	0.007118873	Pmc2_1	FALSE	mm2
mp-561079	CdBiS2Br	TAsS2F	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	1.95	-0.567924889	0.017484954	P2/m	TRUE	2/m
mp-554238	CuBiSCl2	TAsSF2	10	1D or 2D	80	10	40	2	Cmcm	mmm	TRUE	0.6101	-0.809236916	0.036152456	Pmma	TRUE	mmm
mp-556094	AgBiSCl2	TAsSF2	10	1D or 2D	80	10	40	2	Cmcm	mmm	TRUE	1.0687	-0.842044162	0	Pmma	TRUE	mmm
mp-23116	CuBiSeO	TAsSO	8	1D or 2D	64	4	16	2	P4/nmm	4/mmm	TRUE	0.2729	-0.843574885	0	P4/nmm	TRUE	4/mmm
mp-559282	CdB2XeF10	TB2HeF10	56	1D or 2D	448	56	224	2	P2_1/c	2/m	FALSE	2.8814	-2.207984427	0	P2_1/c	FALSE	2/m
mp-630773	CdInGaS4	TBBS4	14	1D or 2D	112	7	28	2	P-3m1	-3m	TRUE	0.2576	-0.562239124	0.084285031	P3m1	FALSE	3m
mp-571210	YGaI	TBF	6	1D or 2D	48	6	24	2	P-3m1	-3m	TRUE	0.0875	-1.057927783	0	P-3m1	TRUE	-3m
mp-9344	TiTlCuTe3	TBTS3	12	1D or 2D	96	12	48	2	P2_1/m	2/m	FALSE	0.2237	-0.466149319	0	P2_1/m	FALSE	2/m
mp-643367	YCBr	TCF	6	1D or 2D	48	6	24	2	C2/m	2/m	TRUE	0	-1.082249159	0	C2/m	TRUE	2/m
mp-23062	YCI	TCF	6	1D or 2D	48	6	24	2	C2/m	2/m	TRUE	0.0099	-0.862439142	0	C2/m	TRUE	2/m
mp-561216	CuGeO3	TCO3	80	1D or 2D	640	40	160	2	Pbam	mmm	TRUE	0.0819	-1.605103635	0.032717866	P2/m	TRUE	2/m
mp-779706	AgGeO3	TCO3	20	1D or 2D	160	10	40	2	P1	1	FALSE	0.1088	-1.347774166	0.09040094	P1	FALSE	1
mp-779664	AgGeO3	TCO3	10	1D or 2D	80	10	40	2	P1	1	FALSE	0.1245	-1.352127735	0.086047371	P1	FALSE	1
mp-21344	CuGeO3	TCO3	80	1D or 2D	640	40	160	2	P2_12_12	222	FALSE	0.1934	-1.608869035	0.028952466	P2	FALSE	2
mp-780260	TiGeO3	TCO3	10	1D or 2D	80	10	40	2	R-3	-3	TRUE	1.1349	-2.697979495	0.041306402	R-3	TRUE	-3
mp-13963	HfSiTe	TCS	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0	-0.72010215	0	P4/nmm	TRUE	4/mmm
mp-4628	ZrSiSe	TCS	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0.0346	-1.07717897	0	P4/nmm	TRUE	4/mmm
mp-13962	HfSiSe	TCS	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0.0416	-1.001364403	0	P4/nmm	TRUE	4/mmm
mp-3208	ZrGeTe	TCS	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0.0655	-0.786055723	0	P4/nmm	TRUE	4/mmm
mp-19917	ZrSiTe	TCS	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0.0775	-0.803860362	0	P4/nmm	TRUE	4/mmm
mp-541449	CrGeTe3	TCS3	10	1D or 2D	80	10	40	2	R-3	-3	TRUE	0.0053	-0.161544321	0	R-3	TRUE	-3
mp-3779	CrSiTe3	TCS3	10	1D or 2D	80	10	40	2	R3	3	FALSE	0.528	-0.180316224	0	R3	FALSE	3
mp-567817	HfGeTe4	TCS4	12	1D or 2D	96	12	48	2	Cmc2_1	mm2	FALSE	0.3345	-0.463705756	0	Pmn2_1	FALSE	mm2
mp-13542	ZrGeTe4	TCS4	12	1D or 2D	96	12	48	2	Cmc2_1	mm2	FALSE	0.3804	-0.516379628	0	Pmn2_1	FALSE	mm2
mp-769958	MnCSO7	TCSO7	20	1D or 2D	160	20	80	2	P2_1/m	2/m	FALSE	0.2711	-1.705536777	0.087637279	P2_1/m	FALSE	2/m
mp-27507	ScCl	TF	4	1D or 2D	32	4	16	2	R-3m	-3m	TRUE	0	-1.721059504	0.021059829	R-3m	TRUE	-3m
mp-540884	YCl	TF	4	1D or 2D	32	4	16	2	R-3m	-3m	TRUE	0.0151	-1.784808459	0.052764069	R-3m	TRUE	-3m
mp-27440	ZrCl	TF	4	1D or 2D	32	4	16	2	C2/m	2/m	TRUE	0.0607	-1.576541329	0	C2/m	TRUE	2/m
mp-504594	ZrBr	TF	4	1D or 2D	32	4	16	2	R-3m	-3m	TRUE	0.107	-1.008731666	0	R-3m	TRUE	-3m
mp-22917	CuBr	TF	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	0.9949	-0.252889856	0.002187303	P4/nmm	TRUE	4/mmm
mp-580941	AgI	TF	8	1D or 2D	64	4	16	2	P6_3mc	6mm	FALSE	1.3762	-0.236610831	0.047189778	P3m1	FALSE	3m
mp-22863	CuI	TF	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	1.5722	-0.143017956	0.01351937	P4/nmm	TRUE	4/mmm
mp-567809	AgI	TF	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	1.596	-0.258628056	0.025172553	P4/nmm	TRUE	4/mmm
mp-570136	CuI	TF	12	1D or 2D	96	4	16	2	P3m1	3m	FALSE	1.6308	-0.156537326	0	P3m1	FALSE	3m
mp-570081	CuI	TF	4	1D or 2D	32	4	16	2	P3m1	3m	FALSE	1.6338	-0.155732366	0.00080496	P3m1	FALSE	3m
mp-505366	AuBr	TF	8	1D or 2D	64	4	16	2	P4_2/ncm	4/mmm	TRUE	1.6885	-0.137706956	0	Cmme	FALSE	mmm
mp-706	HgF	TF	4	1D or 2D	32	4	16	2	I4/mmm	4/mmm	TRUE	1.7582	-1.198919834	0	P4/mmm	TRUE	4/mmm
mp-27725	AuI	TF	8	1D or 2D	64	4	16	2	P4_2/ncm	4/mmm	TRUE	2.0853	-0.075734636	0	Cmme	FALSE	mmm
mp-28116	TiCl2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-1.787263394	0.054431408	P-3m1	TRUE	-3m
mp-571096	FeCl2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-1.105185096	0.00396896	P-3m1	TRUE	-3m
mp-22880	FeBr2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-0.441939492	0	P-3m1	TRUE	-3m
mp-569610	CoI2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	0.025120213	0.025120213	P-3m1	TRUE	-3m
mp-571122	FeI2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-0.100118482	0	P-3m1	TRUE	-3m
mp-27785	TiBr2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-1.070214304	0.034418958	P-3m1	TRUE	-3m
mp-567687	CrI2	TF2	6	1D or 2D	48	3	12	2	Cmc2_1	mm2	FALSE	0	-0.284788955	0.01781669	Cm	FALSE	m
mp-696114	CoCl2	TF2	3	1D or 2D	24	3	12	2	C2/m	2/m	TRUE	0.002	-0.885020964	0.04519107	C2/m	TRUE	2/m
mp-2284	AgF2	TF2	12	1D or 2D	96	6	24	2	Pbca	mmm	TRUE	0.0102	-1.135232465	0.008359568	P2_1/c	FALSE	2/m
mp-23229	FeCl2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0.0211	-1.109154056	0	R-3m	TRUE	-3m
mp-27638	NiI2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0.1264	-0.101094575	0	R-3m	TRUE	-3m
mp-23240	CoCl2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0.1539	-0.930212034	0	R-3m	TRUE	-3m
mp-30033	CoBr2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0.16	-0.290708277	0	P-3m1	TRUE	-3m
mp-571279	ZrI2	TF2	12	1D or 2D	96	6	24	2	P2_1/m	2/m	FALSE	0.4026	-0.894652292	0.000193136	P2_1/m	FALSE	2/m
mp-570506	ZrI2	TF2	12	1D or 2D	96	6	24	2	Pmn2_1	mm2	FALSE	0.4201	-0.894845428	0	Pm	FALSE	m
mp-27637	NiBr2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0.538	-0.365478988	0	R-3m	TRUE	-3m
mp-27396	NiCl2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0.7567	-0.974215696	0	R-3m	TRUE	-3m
mp-632413	CoCl2	TF2	3	1D or 2D	24	3	12	2	C2/m	2/m	TRUE	0.7914	-0.876229754	0.05398228	C2/m	TRUE	2/m
mp-23162	ZrCl2	TF2	3	1D or 2D	24	3	12	2	R3m	3m	FALSE	0.8481	-2.039794916	0	R3m	FALSE	3m
mp-27747	PdI2	TF2	12	1D or 2D	96	12	48	2	P2_1/c	2/m	FALSE	0.9334	-0.253132403	0	P2_1/c	FALSE	2/m
mp-28013	MnI2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	1.1707	-0.456785129	0	P-3m1	TRUE	-3m
mp-28319	PtI2	TF2	12	1D or 2D	96	12	48	2	P2_1/c	2/m	FALSE	1.2251	-0.166792954	0	P2_1/c	FALSE	2/m
mp-22877	VCl2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	1.2546	-1.543170922	0	P-3m1	TRUE	-3m
mp-23192	HgI2	TF2	6	1D or 2D	48	3	12	2	P4_2/nmc	4/mmm	TRUE	1.3283	-0.315860376	0.000289859	P-4m2	FALSE	-42m
mp-567471	HgI2	TF2	24	1D or 2D	192	12	48	2	I4_1/amd	4/mmm	TRUE	1.3495	-0.314993917	0.001156319	P-4m2	FALSE	-42m
mp-568742	HgI2	TF2	24	1D or 2D	192	12	48	2	P4_2/nmc	4/mmm	TRUE	1.3751	-0.314479721	0.001670514	P-4m2	FALSE	-42m
mp-569843	MnBr2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	1.5292	-0.817802509	0.000305193	R-3m	TRUE	-3m
mp-28306	MnBr2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	1.5958	-0.818107702	0	P-3m1	TRUE	-3m
mp-571558	HgBr2	TF2	9	1D or 2D	72	9	36	2	P3	3	FALSE	1.682	-0.437692415	0.041058156	P3	FALSE	3
mp-28233	MnCl2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	1.7923	-1.480624793	0	R-3m	TRUE	-3m
mp-29555	MoBr2	TF2	36	1D or 2D	288	36	144	2	Cmce	mmm	FALSE	2.138	-0.688553618	0	Pbam	TRUE	mmm
mp-680145	CdI2	TF2	60	1D or 2D	480	3	12	2	P3m1	3m	FALSE	2.3195	-0.590676126	0.001724746	P3m1	FALSE	3m
mp-567296	CdI2	TF2	9	1D or 2D	72	3	12	2	P-3m1	-3m	TRUE	2.3218	-0.591028997	0.001371875	P3m1	FALSE	3m
mp-680148	CdI2	TF2	60	1D or 2D	480	3	12	2	P3m1	3m	FALSE	2.322	-0.590651129	0.001749743	P3m1	FALSE	3m
mp-680095	CdI2	TF2	60	1D or 2D	480	3	12	2	P3m1	3m	FALSE	2.3254	-0.590655567	0.001745305	P-3m1	TRUE	-3m
mp-680144	CdI2	TF2	57	1D or 2D	456	3	12	2	P3m1	3m	FALSE	2.3255	-0.59074193	0.001658941	P3m1	FALSE	3m
mp-680113	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3282	-0.590749904	0.001650967	P-3m1	TRUE	-3m
mp-669340	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3289	-0.590946187	0.001454685	P3m1	FALSE	3m
mp-624418	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3295	-0.590730485	0.001670387	P-3m1	TRUE	-3m
mp-680092	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3311	-0.59068476	0.001716112	P3m1	FALSE	3m
mp-680163	CdI2	TF2	75	1D or 2D	600	3	12	2	P3m1	3m	FALSE	2.3317	-0.591030748	0.001370123	P3m1	FALSE	3m
mp-624400	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3318	-0.590690592	0.00171028	P3m1	FALSE	3m
mp-680118	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.332	-0.590822838	0.001578034	P3m1	FALSE	3m
mp-680112	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3322	-0.590711286	0.001689586	P-3m1	TRUE	-3m
mp-624406	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3339	-0.590663971	0.001736901	P-3m1	TRUE	-3m
mp-680094	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3354	-0.5906954	0.001705472	P-3m1	TRUE	-3m
mp-680146	CdI2	TF2	57	1D or 2D	456	3	12	2	P3m1	3m	FALSE	2.3356	-0.590777325	0.001623547	P3m1	FALSE	3m
mp-680093	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3358	-0.590713231	0.001687641	P-3m1	TRUE	-3m
mp-680116	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3359	-0.590958305	0.001442567	P3m1	FALSE	3m
mp-624417	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3365	-0.590734342	0.00166653	P3m1	FALSE	3m
mp-680119	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.3369	-0.590848122	0.00155275	P-3m1	TRUE	-3m
mp-680046	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3373	-0.590958369	0.001442503	P-3m1	TRUE	-3m
mp-680047	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3387	-0.590975571	0.001425301	P3m1	FALSE	3m
mp-669360	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3392	-0.590931764	0.001469108	P-3m1	TRUE	-3m
mp-570127	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3392	-0.591365137	0.001035735	P-3m1	TRUE	-3m
mp-680120	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.3395	-0.590885785	0.001515087	P3m1	FALSE	3m
mp-669357	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.34	-0.590685819	0.001715053	P-3m1	TRUE	-3m
mp-680133	CdI2	TF2	51	1D or 2D	408	3	12	2	P3m1	3m	FALSE	2.3402	-0.590936348	0.001464524	P3m1	FALSE	3m
mp-669334	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.3407	-0.590787661	0.001613211	P-3m1	TRUE	-3m
mp-680172	CdI2	TF2	66	1D or 2D	528	3	12	2	P3m1	3m	FALSE	2.341	-0.590869669	0.001531203	P3m1	FALSE	3m
mp-624399	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3414	-0.590724573	0.001676299	P-3m1	TRUE	-3m
mp-680114	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3417	-0.59065644	0.001744432	P3m1	FALSE	3m
mp-680115	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3435	-0.590948649	0.001452223	P3m1	FALSE	3m
mp-680153	CdI2	TF2	63	1D or 2D	504	3	12	2	P3m1	3m	FALSE	2.3454	-0.590929312	0.001471559	P3m1	FALSE	3m
mp-684029	CdI2	TF2	42	1D or 2D	336	3	12	2	P3m1	3m	FALSE	2.3479	-0.590955443	0.001445429	P3m1	FALSE	3m
mp-570472	CdI2	TF2	15	1D or 2D	120	3	12	2	P3m1	3m	FALSE	2.3483	-0.591270241	0.001130631	P3m1	FALSE	3m
mp-567534	CdI2	TF2	24	1D or 2D	192	3	12	2	P-3m1	-3m	TRUE	2.3485	-0.591292721	0.001108151	P-3m1	TRUE	-3m
mp-571538	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3499	-0.5913212	0.001079672	P3m1	FALSE	3m
mp-680055	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3504	-0.59074971	0.001651162	P-3m1	TRUE	-3m
mp-571037	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.3505	-0.591307837	0.001093035	P-3m1	TRUE	-3m
mp-567336	CdI2	TF2	12	1D or 2D	96	3	12	2	P-3m1	-3m	TRUE	2.3508	-0.591251963	0.001148909	P-3m1	TRUE	-3m
mp-567567	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3515	-0.591578734	0.000822138	P-3m1	TRUE	-3m
mp-570695	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3516	-0.591328174	0.001072697	P-3m1	TRUE	-3m
mp-583753	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3523	-0.591651481	0.000749391	P-3m1	TRUE	-3m
mp-570054	CdI2	TF2	24	1D or 2D	192	3	12	2	P6_3mc	6mm	FALSE	2.3541	-0.591314912	0.00108596	P3m1	FALSE	3m
mp-571568	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3543	-0.591315521	0.001085351	P-3m1	TRUE	-3m
mp-571559	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3544	-0.591399127	0.001001745	P-3m1	TRUE	-3m
mp-571607	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3546	-0.591357331	0.001043541	P3m1	FALSE	3m
mp-627557	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3549	-0.590823738	0.001577134	P-3m1	TRUE	-3m
mp-570019	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3549	-0.591350867	0.001050005	P-3m1	TRUE	-3m
mp-570613	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.355	-0.591263103	0.001137769	P-3m1	TRUE	-3m
mp-647489	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.355	-0.59073628	0.001664592	P-3m1	TRUE	-3m
mp-569510	CdI2	TF2	48	1D or 2D	384	3	12	2	P3m1	3m	FALSE	2.3551	-0.592000992	0.00039988	P3m1	FALSE	3m
mp-571646	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3554	-0.591542018	0.000858854	P-3m1	TRUE	-3m
mp-567442	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3555	-0.591201778	0.001199094	P-3m1	TRUE	-3m
mp-571578	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3557	-0.591476007	0.000924865	P-3m1	TRUE	-3m
mp-570437	CdI2	TF2	9	1D or 2D	72	3	12	2	P3m1	3m	FALSE	2.3562	-0.591198285	0.001202587	P-3m1	TRUE	-3m
mp-627401	CdI2	TF2	15	1D or 2D	120	3	12	2	R3m	3m	FALSE	2.3569	-0.583947106	0.008453766		FALSE	
mp-680196	CdI2	TF2	87	1D or 2D	696	3	12	2	P3m1	3m	FALSE	2.3569	-0.590624311	0.001776561	P-3m1	TRUE	-3m
mp-567402	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3572	-0.591287404	0.001113468	P-3m1	TRUE	-3m
mp-680152	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.3574	-0.590873235	0.001527637	P3m1	FALSE	3m
mp-567359	CdI2	TF2	15	1D or 2D	120	3	12	2	P-3m1	-3m	TRUE	2.3575	-0.59119823	0.001202642	P3m1	FALSE	3m
mp-571514	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.36	-0.59136064	0.001040232	P-3m1	TRUE	-3m
mp-571569	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3601	-0.591366515	0.001034357	P-3m1	TRUE	-3m
mp-570314	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3605	-0.591738461	0.000662411	P-3m1	TRUE	-3m
mp-571539	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3609	-0.591381064	0.001019808	P-3m1	TRUE	-3m
mp-569994	CdI2	TF2	12	1D or 2D	96	3	12	2	P6_3mc	6mm	FALSE	2.3611	-0.591243169	0.001157703	P3m1	FALSE	3m
mp-571535	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3615	-0.591366238	0.001034634	P3m1	FALSE	3m
mp-669358	CdI2	TF2	33	1D or 2D	264	3	12	2	P3m1	3m	FALSE	2.3615	-0.590718263	0.001682608	P3m1	FALSE	3m
mp-571583	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3623	-0.591354406	0.001046466	P3m1	FALSE	3m
mp-570410	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3627	-0.591565558	0.000835314	P-3m1	TRUE	-3m
mp-570082	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3629	-0.591406358	0.000994514	P-3m1	TRUE	-3m
mp-569611	CdI2	TF2	51	1D or 2D	408	3	12	2	P3m1	3m	FALSE	2.3632	-0.591779964	0.000620908	P3m1	FALSE	3m
mp-571136	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.3644	-0.591608534	0.000792338	P-3m1	TRUE	-3m
mp-571091	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.3649	-0.591301944	0.001098928	P-3m1	TRUE	-3m
mp-567483	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3655	-0.591282316	0.001118556	P-3m1	TRUE	-3m
mp-28248	CdI2	TF2	6	1D or 2D	48	3	12	2	P6_3mc	6mm	FALSE	2.3656	-0.591664435	0.000736437	P-3m1	TRUE	-3m
mp-568289	CdI2	TF2	9	1D or 2D	72	3	12	2	R-3m	-3m	TRUE	2.3663	-0.590565219	0.001835652	R-3m	TRUE	-3m
mp-669326	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3663	-0.590842614	0.001558258	P-3m1	TRUE	-3m
